rank,player_name,age,points,n_tournaments,diff_rank_three,last_name
1,Carlos Alcaraz,22,12050,19,6890,Alcaraz
2,Jannik Sinner,24,11500,18,6340,Sinner
3,Alexander Zverev,28,5160,24,0,Zverev
4,Novak Djokovic,38,4830,20,330,Djokovic
5,Felix Auger-Aliassime,25,4245,28,915,Auger-Aliassime
6,Taylor Fritz,28,4135,23,1025,Fritz
7,Alex de Minaur,26,4135,23,1025,de Minaur
8,Lorenzo Musetti,23,4040,23,1120,Musetti
9,Ben Shelton,23,3970,23,1190,Shelton
10,Jack Draper,23,2990,17,2170,Draper
11,Alexander Bublik,28,2870,29,2290,Bublik
12,Casper Ruud,26,2835,21,2325,Ruud
13,Daniil Medvedev,29,2760,24,2400,Medvedev
14,Alejandro Davidovich Fokina,26,2635,26,2525,Davidovich Fokina
15,Holger Rune,22,2590,21,2570,Rune
16,Andrey Rublev,28,2520,26,2640,Rublev
17,Jiri Lehecka,24,2325,23,2835,Lehecka
18,Karen Khachanov,29,2320,24,2840,Khachanov
19,Jakub Mensik,20,2180,23,2980,Mensik
20,Tommy Paul,28,2100,20,3060,Paul
21,Francisco Cerundolo,27,2085,24,3075,Cerundolo
22,Flavio Cobolli,23,2025,30,3135,Cobolli
23,Denis Shapovalov,26,1675,24,3485,Shapovalov
24,Joao Fonseca,19,1635,21,3525,Fonseca
25,Tallon Griekspoor,29,1615,27,3545,Griekspoor
26,Luciano Darderi,23,1609,35,3551,Darderi
27,Cameron Norrie,30,1573,27,3587,Norrie
28,Learner Tien,20,1550,25,3610,Tien
29,Arthur Rinderknech,30,1540,31,3620,Rinderknech
30,Frances Tiafoe,27,1510,22,3650,Tiafoe
31,Valentin Vacherot,27,1483,23,3677,Vacherot
32,Tomas Machac,25,1445,20,3715,Machac
33,Brandon Nakashima,24,1430,30,3730,Nakashima
34,Stefanos Tsitsipas,27,1425,21,3735,Tsitsipas
35,Corentin Moutet,26,1408,27,3752,Moutet
36,Jaume Munar,28,1395,25,3765,Munar
37,Ugo Humbert,27,1380,23,3780,Humbert
38,Alex Michelsen,21,1325,27,3835,Michelsen
39,Lorenzo Sonego,30,1265,29,3895,Sonego
40,Arthur Fils,21,1260,18,3900,Fils
41,Gabriel Diallo,24,1253,25,3907,Diallo
42,Alexandre Muller,28,1230,30,3930,Muller
43,Zizou Bergs,26,1218,27,3942,Bergs
44,Grigor Dimitrov,34,1180,18,3980,Dimitrov
45,Sebastian Baez,24,1155,29,4005,Baez
46,Daniel Altmaier,27,1148,31,4012,Altmaier
47,Nuno Borges,28,1145,30,4015,Borges
48,Sebastian Korda,25,1100,23,4060,Korda
49,Camilo Ugo Carabelli,26,1053,28,4107,Ugo Carabelli
50,Reilly Opelka,28,1026,26,4134,Opelka
51,Fabian Marozsan,26,1025,24,4135,Marozsan
52,Miomir Kecmanovic,26,1025,30,4135,Kecmanovic
53,Jenson Brooksby,25,1017,22,4143,Brooksby
54,Alexei Popyrin,26,1000,25,4160,Popyrin
55,Marton Fucsovics,33,963,20,4197,Fucsovics
56,Matteo Berrettini,29,945,21,4215,Berrettini
57,Valentin Royer,24,936,28,4224,Royer
58,Giovanni Mpetshi Perricard,22,925,27,4235,Mpetshi Perricard
59,Tomas Martin Etcheverry,26,920,33,4240,Martin Etcheverry
60,Aleksandar Kovacevic,27,890,32,4270,Kovacevic
61,Matteo Arnaldi,24,883,25,4277,Arnaldi
62,Kamil Majchrzak,29,861,20,4299,Majchrzak
63,Terence Atmane,23,855,25,4305,Atmane
64,Marcos Giron,32,855,28,4305,Giron
65,Damir Dzumhur,33,850,31,4310,Dzumhur
66,Arthur Cazaux,23,848,22,4312,Cazaux
67,Francisco Comesana,25,845,24,4315,Comesana
68,Gael Monfils,39,825,20,4335,Monfils
69,Adrian Mannarino,37,817,25,4343,Mannarino
70,Ethan Quinn,21,802,25,4358,Quinn
71,Jacob Fearnley,24,787,26,4373,Fearnley
72,Mariano Navone,24,785,30,4375,Navone
73,Hubert Hurkacz,28,775,20,4385,Hurkacz
74,Mattia Bellucci,24,766,26,4394,Bellucci
75,Marin Cilic,37,765,19,4395,Cilic
76,Jesper de Jong,25,763,24,4397,de Jong
77,Botic van de Zandschulp,30,756,25,4404,van de Zandschulp
78,Adam Walton,26,740,28,4420,Walton
79,Filip Misolic,24,726,25,4434,Misolic
80,Cristian Garin,29,726,21,4434,Garin
81,Alejandro Tabilo,28,721,28,4439,Tabilo
82,Aleksandar Vukic,29,718,31,4442,Vukic
83,Hamad Medjedovic,22,718,20,4442,Medjedovic
84,Jan-Lennard Struff,35,711,29,4449,Struff
85,Juan Manuel Cerundolo,24,710,26,4450,Manuel Cerundolo
86,James Duckworth,33,704,27,4456,Duckworth
87,Raphael Collignon,23,704,23,4456,Collignon
88,Emilio Nava,24,684,28,4476,Nava
89,Pablo Carreno Busta,34,681,26,4479,Carreno Busta
90,Eliot Spizzirri,23,680,29,4480,Spizzirri
91,Quentin Halys,29,679,29,4481,Halys
92,Roberto Bautista Agut,37,670,24,4490,Bautista Agut
93,Pedro Martinez,28,668,32,4492,Martinez
94,Benjamin Bonzi,29,667,24,4493,Bonzi
95,Alexander Shevchenko,25,662,27,4498,Shevchenko
96,Dalibor Svrcina,23,661,26,4499,Svrcina
97,Hugo Gaston,25,653,30,4507,Gaston
98,Laslo Djere,30,652,25,4508,Djere
99,Tristan Schoolkate,24,649,32,4511,Schoolkate
100,Shintaro Mochizuki,22,647,27,4513,Mochizuki
101,Vit Kopriva,28,636,28,4524,Kopriva
102,Carlos Taberner,28,636,27,4524,Taberner
103,Yannick Hanfmann,34,631,22,4529,Hanfmann
104,Ignacio Buse,21,627,26,4533,Buse
105,Roman Andres Burruchaga,23,615,30,4545,Andres Burruchaga
106,Thiago Agustin Tirante,24,612,28,4548,Agustin Tirante
107,Luca Nardi,22,599,24,4561,Nardi
108,Jordan Thompson,31,586,22,4574,Thompson
109,Nikoloz Basilashvili,33,573,23,4587,Basilashvili
110,Yoshihito Nishioka,30,566,26,4594,Nishioka
111,Tomas Barrios Vera,28,564,28,4596,Barrios Vera
112,Mackenzie McDonald,30,559,27,4601,McDonald
113,Brandon Holt,27,559,30,4601,Holt
114,Rinky Hijikata,24,556,30,4604,Hijikata
115,Christopher O'Connell,31,546,25,4614,O'Connell
116,Alexander Blockx,20,542,26,4618,Blockx
117,Borna Coric,29,538,17,4622,Coric
118,Patrick Kypson,26,533,17,4627,Kypson
119,David Goffin,35,525,27,4635,Goffin
120,Dusan Lajovic,35,519,29,4641,Lajovic
121,Elmer Moller,22,517,25,4643,Moller
122,Yunchaokete Bu,23,509,29,4651,Bu
123,Nicolas Jarry,30,501,24,4659,Jarry
124,Chun-Hsin Tseng,24,498,23,4662,Tseng
125,Jan Choinski,29,498,27,4662,Choinski
126,Billy Harris,30,490,31,4670,Harris
127,Otto Virtanen,24,488,22,4672,Virtanen
128,Dino Prizmic,20,487,15,4673,Prizmic
129,Marco Trungelliti,35,474,25,4686,Trungelliti
130,Roberto Carballes Baena,32,469,26,4691,Carballes Baena
131,Vilius Gaubas,20,469,26,4691,Gaubas
132,Liam Draxl,24,468,23,4692,Draxl
133,Sebastian Ofner,29,463,19,4697,Ofner
134,Martin Landaluce,19,455,25,4705,Landaluce
135,Moez Echargui,32,452,31,4708,Echargui
136,Nicolai Budkov Kjaer,19,450,27,4710,Budkov Kjaer
137,Francesco Passaro,24,449,26,4711,Passaro
138,Kyrian Jacquet,24,442,21,4718,Jacquet
139,Francesco Maestrelli,22,442,28,4718,Maestrelli
140,Hugo Dellien,32,438,24,4722,Dellien
141,Andrea Pellegrino,28,438,22,4722,Pellegrino
142,Lukas Klein,27,436,20,4724,Klein
143,Zachary Svajda,23,431,18,4729,Svajda
144,Adolfo Daniel Vallejo,21,431,31,4729,Daniel Vallejo
145,Ugo Blanchet,26,427,25,4733,Blanchet
146,Colton Smith,22,424,17,4736,Smith
147,Sho Shimabukuro,28,414,22,4746,Shimabukuro
148,Mark Lajal,22,413,24,4747,Lajal
149,Titouan Droguet,24,410,25,4750,Droguet
150,Matteo Gigante,23,407,19,4753,Gigante
151,Coleman Wong,21,406,23,4754,Wong
152,Jaime Faria,22,405,22,4755,Faria
153,Daniel Elahi Galan,29,405,23,4755,Elahi Galan
154,Giulio Zeppieri,24,405,23,4755,Zeppieri
155,Pierre-Hugues Herbert,34,399,21,4761,Herbert
156,Kei Nishikori,35,397,17,4763,Nishikori
157,Stan Wawrinka,40,397,24,4763,Wawrinka
158,Henrique Rocha,21,394,27,4766,Rocha
159,Yosuke Watanuki,27,380,21,4780,Watanuki
160,Guy Den Ouden,23,372,15,4788,Den Ouden
161,Juan Pablo Ficovich,28,369,27,4791,Pablo Ficovich
162,Luka Mikrut,21,367,25,4793,Mikrut
163,Harold Mayot,23,361,27,4799,Mayot
164,Zsombor Piros,26,353,16,4807,Piros
165,Daniel Merida,21,353,24,4807,Merida
166,Luca Van Assche,21,352,25,4808,Van Assche
167,Nishesh Basavareddy,20,349,22,4811,Basavareddy
168,Rafael Jodar,19,349,15,4811,Jodar
169,Vitaliy Sachko,28,349,23,4811,Sachko
170,Nicolas Mejia,25,348,31,4812,Mejia
171,Alex Bolt,32,339,18,4821,Bolt
172,Roman Safiullin,28,338,19,4822,Safiullin
173,Elias Ymer,29,337,27,4823,Ymer
174,Jay Clarke,27,336,33,4824,Clarke
175,Hugo Grenier,29,334,29,4826,Grenier
176,Zdenek Kolar,29,331,34,4829,Kolar
177,Martin Damm,22,330,20,4830,Damm
178,Jurij Rodionov,26,329,26,4831,Rodionov
179,Leandro Riedi,23,326,8,4834,Riedi
180,Tristan Boyer,24,326,26,4834,Boyer
181,Dane Sweeny,24,323,30,4837,Sweeny
182,Yibing Wu,26,322,10,4838,Wu
183,Federico Agustin Gomez,29,319,22,4841,Agustin Gomez
184,Bernard Tomic,33,319,32,4841,Tomic
185,Rei Sakamoto,19,318,23,4842,Sakamoto
186,Daniel Evans,35,317,22,4843,Evans
187,Justin Engel,18,316,32,4844,Engel
188,Jerome Kym,22,315,16,4845,Kym
189,James McCabe,22,315,29,4845,McCabe
190,Michael Zheng,21,315,12,4845,Zheng
191,Arthur Fery,23,313,16,4847,Fery
192,Alex Barrena,23,313,26,4847,Barrena
193,August Holmgren,27,312,23,4848,Holmgren
194,Stefano Travaglia,33,308,24,4852,Travaglia
195,Alvaro Guillen Meza,22,308,30,4852,Guillen Meza
196,Jason Kubler,32,305,17,4855,Kubler
197,Thiago Monteiro,31,304,24,4856,Monteiro
198,Daniil Glinka,25,300,26,4860,Glinka
199,Oliver Crawford,26,300,30,4860,Crawford
200,Sascha Gueymard Wayenburg,22,297,30,4863,Gueymard Wayenburg
201,Dan Added,26,296,32,4864,Added
202,Clement Tabur,25,292,25,4868,Tabur
203,Joao Lucas Reis Da Silva,25,288,30,4872,Lucas Reis Da Silva
204,Jack Pinnington Jones,22,287,16,4873,Pinnington Jones
205,Alex Molcan,28,286,17,4874,Molcan
206,Alexis Galarneau,26,285,26,4875,Galarneau
207,Gilles Arnaud Bailly,20,285,29,4875,Arnaud Bailly
208,Mitchell Krueger,31,284,21,4876,Krueger
209,Juan Carlos Prado Angelo,20,282,31,4878,Carlos Prado Angelo
210,Chris Rodesch,24,280,21,4880,Rodesch
211,George Loffhagen,24,280,23,4880,Loffhagen
212,Gonzalo Bueno,21,277,33,4883,Bueno
213,Facundo Diaz Acosta,24,275,20,4885,Diaz Acosta
214,Lorenzo Giustino,34,275,34,4885,Giustino
215,Pablo Llamas Ruiz,23,274,18,4886,Llamas Ruiz
216,Murphy Cassone,23,274,28,4886,Cassone
217,Ryan Peniston,30,266,26,4894,Peniston
218,Thiago Seyboth Wild,25,263,21,4897,Seyboth Wild
219,Yu Hsiou Hsu,26,263,29,4897,Hsiou Hsu
220,Luka Pavlovic,25,262,19,4898,Pavlovic
221,Lukas Neumayer,23,258,27,4902,Neumayer
222,Lloyd Harris,28,256,14,4904,Harris
223,Dmitry Popko,29,255,26,4905,Popko
224,Arthur Gea,20,255,32,4905,Gea
225,Nerman Fatic,31,254,19,4906,Fatic
226,Santiago Rodriguez Taverna,26,253,38,4907,Rodriguez Taverna
227,Felipe Meligeni Alves,27,251,13,4909,Meligeni Alves
228,Marco Cecchinato,33,250,24,4910,Cecchinato
229,Genaro Alberto Olivieri,27,249,30,4911,Alberto Olivieri
230,Rio Noguchi,26,248,28,4912,Noguchi
231,Arthur Bouquier,24,247,18,4913,Bouquier
232,Lautaro Midon,21,247,30,4913,Midon
233,Rodrigo Pacheco Mendez,20,247,32,4913,Pacheco Mendez
234,Matej Dodig,20,244,26,4916,Dodig
235,Kimmer Coppejans,31,244,30,4916,Coppejans
236,Johannus Monday,23,243,27,4917,Monday
237,Federico Cina,18,240,23,4920,Cina
238,Alejandro Moro Canas,25,238,28,4922,Moro Canas
239,Timofey Skatov,24,238,30,4922,Skatov
240,Marko Topo,22,235,22,4925,Topo
241,Daniel Rincon,22,234,26,4926,Rincon
242,Andrea Collarini,33,234,31,4926,Collarini
243,Gustavo Heide,23,232,13,4928,Heide
244,Viktor Durasovic,28,232,26,4928,Durasovic
245,Marc-Andrea Huesler,29,229,18,4931,Huesler
246,Hady Habib,27,228,24,4932,Habib
247,Max Houkes,25,224,29,4936,Houkes
248,Clement Chidekh,24,221,35,4939,Chidekh
249,Murkel Dellien,28,220,32,4940,Dellien
250,Daniel Michalski,25,219,25,4941,Michalski
251,Yi Zhou,20,217,25,4943,Zhou
252,Kaichi Uchida,31,216,25,4944,Uchida
253,Juncheng Shang,20,215,14,4945,Shang
254,Benjamin Hassan,30,214,30,4946,Hassan
255,Geoffrey Blancaneaux,27,214,30,4946,Blancaneaux
256,Juan Pablo Varillas,30,213,19,4947,Pablo Varillas
257,Joel Schwaerzler,19,213,24,4947,Schwaerzler
258,Remy Bertola,27,213,28,4947,Bertola
259,Ivan Gakhov,29,213,34,4947,Gakhov
260,Nicolas Kicker,33,212,27,4948,Kicker
261,Calvin Hemery,30,211,26,4949,Hemery
262,Frederico Ferreira Silva,30,208,25,4952,Ferreira Silva
263,Dimitar Kuzmanov,32,208,30,4952,Kuzmanov
264,Ilia Simakin,22,207,22,4953,Simakin
265,Tiago Pereira,21,206,40,4954,Pereira
266,Toby Samuel,23,204,20,4956,Samuel
267,Andres Martin,24,203,27,4957,Martin
268,Christopher Eubanks,29,202,23,4958,Eubanks
269,Patrick Zahraj,26,202,28,4958,Zahraj
270,Gauthier Onclin,24,200,27,4960,Onclin
271,Federico Coria,33,200,14,4960,Coria
272,Tom Paris,23,200,24,4960,Paris
273,Andres Andrade,27,200,28,4960,Andrade
274,Pedro Boscardin Dias,22,200,30,4960,Boscardin Dias
275,Edas Butvilas,21,199,28,4961,Butvilas
276,Fajing Sun,29,196,19,4964,Sun
277,Sumit Nagal,28,195,24,4965,Nagal
278,Henri Squire,25,195,27,4965,Squire
279,Filip Cristian Jianu,24,194,37,4966,Cristian Jianu
280,Beibit Zhukayev,25,193,27,4967,Zhukayev
281,Florent Bax,26,190,25,4970,Bax
282,Stefanos Sakellaridis,21,189,24,4971,Sakellaridis
283,Alex Rybakov,28,189,25,4971,Rybakov
284,Marat Sharipov,23,188,26,4972,Sharipov
285,James Trotter,26,186,20,4974,Trotter
286,Alastair Gray,27,186,21,4974,Gray
287,Saba Purtseladze,24,185,31,4975,Purtseladze
288,Michael Mmoh,27,184,16,4976,Mmoh
289,Andrej Nedic,21,183,21,4977,Nedic
290,Tom Gentzsch,22,183,30,4977,Gentzsch
291,Garrett Johns,24,183,34,4977,Johns
292,Stefan Kozlov,27,182,13,4978,Kozlov
293,Fabrizio Andaloro,24,182,25,4978,Andaloro
294,Michael Geerts,30,180,35,4980,Geerts
295,Abdullah Shelbayh,22,179,27,4981,Shelbayh
296,Borna Gojo,27,178,15,4982,Gojo
297,Norbert Gombos,35,178,23,4982,Gombos
298,Tyler Zink,24,178,29,4982,Zink
299,Robin Bertrand,22,178,35,4982,Bertrand
300,Mikhail Kukushkin,37,177,21,4983,Kukushkin
301,Hynek Barton,21,177,25,4983,Barton
302,Sandro Kopp,25,177,27,4983,Kopp
303,Darwin Blanch,18,176,23,4984,Blanch
304,Matheus Pucinelli De Almeida,24,176,26,4984,Pucinelli De Almeida
305,Jacopo Berrettini,27,175,21,4985,Berrettini
306,Liam Broady,31,175,25,4985,Broady
307,Renta Tokuda,27,172,28,4988,Tokuda
308,Lilian Marmousez,23,169,22,4991,Marmousez
309,Nikolas Sanchez Izquierdo,26,169,31,4991,Sanchez Izquierdo
310,Petr Brunclik,19,168,23,4992,Brunclik
311,Franco Agamenone,32,168,25,4992,Agamenone
312,Yasutaka Uchiyama,33,167,21,4993,Uchiyama
313,Gianluca Cadenasso,21,167,24,4993,Cadenasso
314,Aziz Dougaz,28,166,20,4994,Dougaz
315,Harry Wendelken,23,166,28,4994,Wendelken
316,Richard Gasquet,39,165,7,4995,Gasquet
317,Eliakim Coulibaly,23,165,24,4995,Coulibaly
318,Jie Cui,27,163,25,4997,Cui
319,Akira Santillan,28,163,26,4997,Santillan
320,Carlos Sanchez Jover,25,162,27,4998,Sanchez Jover
321,Miguel Damas,25,162,30,4998,Damas
322,Charles Broom,27,161,23,4999,Broom
323,Duje Ajdukovic,24,161,24,4999,Ajdukovic
324,Matteo Martineau,26,161,29,4999,Martineau
325,Mats Rosenkranz,27,160,30,5000,Rosenkranz
326,Gabi Adrian Boitan,26,159,28,5001,Adrian Boitan
327,Facundo Mena,33,157,24,5003,Mena
328,Petr Bar Biryukov,23,157,29,5003,Bar Biryukov
329,Moerani Bouzige,26,157,35,5003,Bouzige
330,Philip Henning,25,156,22,5004,Henning
331,Mathys Erhard,24,156,31,5004,Erhard
332,Omar Jasika,28,155,25,5005,Jasika
333,Giles Hussey,28,153,29,5007,Hussey
334,Li Tu,29,152,20,5008,Tu
335,Oliver Tarvet,22,150,11,5010,Tarvet
336,Hamish Stewart,26,150,28,5010,Stewart
337,Andrej Martin,36,149,18,5011,Martin
338,Alfredo Perez,28,149,28,5011,Perez
339,Jelle Sels,30,149,29,5011,Sels
340,Gonzalo Villanueva,30,148,30,5012,Villanueva
341,Daniel Dutra da Silva,37,148,32,5012,Dutra da Silva
342,Andrea Vavassori,30,147,4,5013,Vavassori
343,Sergey Fomin,24,147,32,5013,Fomin
344,Jakub Paul,26,144,16,5016,Paul
345,Gabriele Piraino,22,144,20,5016,Piraino
346,Mika Brunold,21,144,21,5016,Brunold
347,Maxim Mrva,18,144,24,5016,Mrva
348,Martin Krumich,22,144,27,5016,Krumich
349,Andre Ilagan,25,144,31,5016,Ilagan
350,Cedrik-Marcel Stebe,35,142,14,5018,Stebe
351,Constant Lestienne,33,141,13,5019,Lestienne
352,Yuta Shimizu,26,141,20,5019,Shimizu
353,Franco Roncadelli,25,141,26,5019,Roncadelli
354,Maximus Jones,21,141,30,5019,Jones
355,Antoine Ghibaudo,20,140,17,5020,Ghibaudo
356,Javier Barranco Cosano,27,139,22,5021,Barranco Cosano
357,Henry Searle,19,138,23,5022,Searle
358,Patrick Maloney,25,138,25,5022,Maloney
359,Sanhui Shin,28,137,25,5023,Shin
360,Hayato Matsuoka,20,136,29,5024,Matsuoka
361,Adria Soriano Barrera,26,135,18,5025,Soriano Barrera
362,Nicolas Alvarez Varona,24,135,21,5025,Alvarez Varona
363,Hyeon Chung,29,134,21,5026,Chung
364,Dominic Stricker,23,133,17,5027,Stricker
365,Robert Strombachs,26,133,24,5027,Strombachs
366,Juan Bautista Torres,23,133,30,5027,Bautista Torres
367,Denis Yevseyev,32,133,32,5027,Yevseyev
368,Samir Banerjee,22,132,12,5028,Banerjee
369,Christoph Negritu,31,132,29,5028,Negritu
370,Luca Potenza,25,132,31,5028,Potenza
371,Aslan Karatsev,32,131,10,5029,Karatsev
372,Hernan Casanova,31,131,24,5029,Casanova
373,Alibek Kachmazov,23,130,14,5030,Kachmazov
374,Gastao Elias,35,130,21,5030,Elias
375,Alexey Vatutin,33,130,26,5030,Vatutin
376,Corentin Denolly,28,130,28,5030,Denolly
377,Guido Ivan Justo,27,129,27,5031,Ivan Justo
378,Taro Daniel,32,128,19,5032,Daniel
379,Felix Gill,23,128,19,5032,Gill
380,Viacheslav Bielinskyi,22,128,21,5032,Bielinskyi
381,Pol Martin Tiffon,26,127,20,5033,Martin Tiffon
382,Paul Jubb,26,127,20,5033,Jubb
383,Pedro Sakamoto,32,127,22,5033,Sakamoto
384,Kilian Feldbausch,20,127,23,5033,Feldbausch
385,Tung-Lin Wu,27,127,24,5033,Wu
386,Diego Dedura,17,127,27,5033,Dedura
387,Marek Gengel,30,127,29,5033,Gengel
388,Cezar Cretu,24,126,24,5034,Cretu
389,Federico Arnaboldi,25,126,25,5034,Arnaboldi
390,Max Alcala Gurri,23,126,26,5034,Alcala Gurri
391,Christian Langmo,29,125,30,5035,Langmo
392,Trevor Svajda,19,124,11,5036,Svajda
393,Aidan McHugh,25,124,23,5036,McHugh
394,David Jorda Sanchis,31,124,25,5036,Jorda Sanchis
395,Raul Brancaccio,28,124,26,5036,Brancaccio
396,Mili Poljicak,21,123,25,5037,Poljicak
397,Rudolf Molleker,25,122,25,5038,Molleker
398,Matias Soto,26,122,28,5038,Soto
399,Arthur Weber,33,121,17,5039,Weber
400,Carlo Alberto Caniato,20,121,21,5039,Alberto Caniato
401,Marc Polmans,28,121,22,5039,Polmans
402,Facundo Bagnis,35,120,11,5040,Bagnis
403,Ioannis Xilas,24,120,20,5040,Xilas
404,Andrea Picchione,27,120,23,5040,Picchione
405,Aryan Shah,20,120,29,5040,Shah
406,Albert Ramos-Vinolas,37,118,14,5042,Ramos-Vinolas
407,Igor Marcondes,28,118,17,5042,Marcondes
408,Daniel Milavsky,24,118,22,5042,Milavsky
409,Lucas Poullain,30,118,29,5042,Poullain
410,Raphael Perot,24,117,15,5043,Perot
411,Mariano Kestelboim,29,117,23,5043,Kestelboim
412,Inaki Montes-De La Torre,23,117,26,5043,Montes-De La Torre
413,Maks Kasnikowski,22,116,16,5044,Kasnikowski
414,Luca Castelnuovo,28,116,24,5044,Castelnuovo
415,Mert Alkaya,25,116,27,5044,Alkaya
416,Zhizhen Zhang,29,115,16,5045,Zhang
417,Alex Hernandez,26,115,29,5045,Hernandez
418,Stuart Parker,28,114,22,5046,Parker
419,Alex Martinez,24,114,26,5046,Martinez
420,Kasidit Samrej,24,114,29,5046,Samrej
421,Svyatoslav Gulin,23,113,21,5047,Gulin
422,Florian Broska,27,112,21,5048,Broska
423,Hikaru Shiraishi,25,112,27,5048,Shiraishi
424,Michele Ribecai,22,112,31,5048,Ribecai
425,Dan Martin,26,111,28,5049,Martin
426,Max Basing,23,111,13,5049,Basing
427,Ricardas Berankis,35,111,15,5049,Berankis
428,Neil Oberleitner,26,111,25,5049,Oberleitner
429,Lorenzo Carboni,19,111,27,5049,Carboni
430,Antoine Escoffier,33,110,27,5050,Escoffier
431,Vadym Ursu,28,110,28,5050,Ursu
432,Erik Arutiunian,21,109,26,5051,Arutiunian
433,Luciano Emanuel Ambrogi,22,109,27,5051,Emanuel Ambrogi
434,Etienne Donnet,24,108,18,5052,Donnet
435,Radu Albot,36,108,23,5052,Albot
436,Milos Karol,23,108,23,5052,Karol
437,Roberto Cid Subervi,32,107,11,5053,Cid Subervi
438,Juan Manuel La Serna,21,107,21,5053,Manuel La Serna
439,Buvaysar Gadamauri,25,107,27,5053,Gadamauri
440,Alexandr Binda,24,107,29,5053,Binda
441,Federico Bondioli,20,107,32,5053,Bondioli
442,Giovanni Fonio,27,106,22,5054,Fonio
443,Oleg Prihodko,28,106,23,5054,Prihodko
444,Mae Malige,19,106,24,5054,Malige
445,Yusuke Takahashi,28,106,25,5054,Takahashi
446,Jonas Forejtek,24,105,18,5055,Forejtek
447,Max Wiskandt,23,104,22,5056,Wiskandt
448,Olle Wallin,24,104,27,5056,Wallin
449,Lorenzo Joaquin Rodriguez,26,103,28,5057,Joaquin Rodriguez
450,Yanki Erel,25,102,18,5058,Erel
451,Bernabe Zapata Miralles,28,102,21,5058,Zapata Miralles
452,Stefano Napolitano,30,101,14,5059,Napolitano
453,Dali Blanch,22,101,28,5059,Blanch
454,Thanasi Kokkinakis,29,100,4,5060,Kokkinakis
455,Gianmarco Ferrari,25,100,28,5060,Ferrari
456,Andrew Fenty,25,99,26,5061,Fenty
457,Andrey Chepelev,27,99,35,5061,Chepelev
458,Olaf Pieczkowski,21,98,23,5062,Pieczkowski
459,Maxim Zhukov,20,98,24,5062,Zhukov
460,Marvin Moeller,26,98,25,5062,Moeller
461,Mateus Alves,24,97,27,5063,Alves
462,James Story,24,97,27,5063,Story
463,Pavel Kotov,27,96,16,5064,Kotov
464,Eduardo Ribeiro,27,96,18,5064,Ribeiro
465,Enrico Dalla Valle,27,96,21,5064,Dalla Valle
466,Jay Friend,21,95,12,5065,Friend
467,Ognjen Milic,18,95,17,5065,Milic
468,Keegan Smith,27,95,23,5065,Smith
469,Jake Delaney,28,95,30,5065,Delaney
470,Hiroki Moriya,35,94,18,5066,Moriya
471,Karan Singh,22,94,25,5066,Singh
472,Juan Estevez,20,94,26,5066,Estevez
473,Eric Vanshelboim,24,94,27,5066,Vanshelboim
474,Carlos Lopez Montagud,25,94,28,5066,Lopez Montagud
475,Takuya Kumasaka,27,93,24,5067,Kumasaka
476,Filip Peliwo,31,93,33,5067,Peliwo
477,Pedro Vives Marcos,24,92,11,5068,Vives Marcos
478,Filippo Moroni,24,92,15,5068,Moroni
479,Lukas Pokorny,23,92,19,5068,Pokorny
480,Nikolay Vylegzhanin,25,92,25,5068,Vylegzhanin
481,Laurent Lokoli,31,91,15,5069,Lokoli
482,Eero Vasa,28,91,26,5069,Vasa
483,Mirza Basic,34,90,16,5070,Basic
484,Edward Winter,21,90,19,5070,Winter
485,Pietro Fellin,24,90,23,5070,Fellin
486,Tsung-Hao Huang,26,90,26,5070,Huang
487,Tadeas Paroulek,25,90,27,5070,Paroulek
488,Soonwoo Kwon,28,89,8,5071,Kwon
489,Yan Bai,36,89,13,5071,Bai
490,Alexander Weis,28,89,24,5071,Weis
491,Branko Djuric,20,89,27,5071,Djuric
492,Jack Loge,21,89,30,5071,Loge
493,Blaise Bicknell,24,88,20,5072,Bicknell
494,Joao Eduardo Schiessl,21,88,23,5072,Eduardo Schiessl
495,Cyril Vandermeersch,26,88,25,5072,Vandermeersch
496,Vladyslav Orlov,30,88,29,5072,Orlov
497,Lui Maxted,22,87,10,5073,Maxted
498,Aristotelis Thanos,24,87,17,5073,Thanos
499,Tibo Colson,25,87,22,5073,Colson
500,Alexander Ritschard,31,86,12,5074,Ritschard
501,Bor Artnak,21,86,16,5074,Artnak
502,Tristan McCormick,26,86,32,5074,McCormick
503,Sean Cuenin,21,85,21,5075,Cuenin
504,Alex Marti Pujolras,26,85,23,5075,Marti Pujolras
505,Maxime Janvier,29,85,26,5075,Janvier
506,Stefan Palosi,25,85,27,5075,Palosi
507,Matthew Dellavedova,25,85,33,5075,Dellavedova
508,Nicolas Arseneault,18,84,20,5076,Arseneault
509,Oriol Roca Batalla,32,84,15,5076,Roca Batalla
510,Tommaso Compagnucci,26,84,26,5076,Compagnucci
511,Ryan Nijboer,26,84,30,5076,Nijboer
512,Dominik Koepfer,31,83,6,5077,Koepfer
513,Henry Bernet,18,83,11,5077,Bernet
514,Blake Ellis,26,83,11,5077,Ellis
515,Andrea Guerrieri,27,83,15,5077,Guerrieri
516,Egor Agafonov,23,83,19,5077,Agafonov
517,Renzo Olivo,33,82,19,5078,Olivo
518,Thomas Faurel,19,82,24,5078,Faurel
519,Stefan Adrian Andreescu,23,82,30,5078,Adrian Andreescu
520,Gregoire Barrere,31,81,14,5079,Barrere
521,Daniel Masur,31,80,16,5080,Masur
