rank,player_name,age,points,n_tournaments,diff_rank_three
1842T,Michael Shaw,26,1,1,5159
1842T,Hayden Shoemake,24,1,1,5159
1842T,Leon Sloboda,16,1,1,5159
1842T,Stephen Slocombe,22,1,1,5159
1842T,Harry Thursfield,24,1,1,5159
1842T,Maximilian Todorov,26,1,1,5159
1842T,Ryan Torres,22,1,1,5159
1842T,Justas Trainauskas,23,1,1,5159
1842T,Vaal Urankar,20,1,1,5159
1842T,Andres Urquiola Montellano,21,1,1,5159
1842T,Iiro Vasa,23,1,1,5159
1842T,Felipe Vazquez,17,1,1,5159
1842T,Brandon Walkin,31,1,1,5159
1842T,Ids Waterbolk,24,1,1,5159
1842T,Phoenix Weir,20,1,1,5159
1842T,Sam Wensley,20,1,1,5159
1842T,Dawid Wisniewski,23,1,1,5159
1842T,Yusuke Yoshikawa,31,1,1,5159
1842T,William Zhang,17,1,1,5159
1842T,Shixun Zhu,18,1,1,5159
1936T,Harrison Adams,31,1,2,5159
1936T,Fantino Alberca De Las Casas,20,1,2,5159
1936T,Ramiro Amarilla,24,1,2,5159
1936T,Romain Andres,18,1,2,5159
1936T,Joao Antonio,26,1,2,5159
1936T,David Asenov,19,1,2,5159
1936T,Lorenzo Balducci,18,1,2,5159
1936T,Tristan Berard,21,1,2,5159
1936T,Luka Bojicic Ono,20,1,2,5159
1936T,Maximilian Borisov,23,1,2,5159
1936T,Federico Bove,27,1,2,5159
1936T,Tyler Bowers,23,1,2,5159
1936T,Hugo Cardinaud,21,1,2,5159
1936T,Elijah Cham,22,1,2,5159
1936T,Benjamin Chelía,17,1,2,5159
1936T,Enrique Collar,18,1,2,5159
1936T,Sasha Colleu,18,1,2,5159
1936T,João Pedro Didoni Bonini,18,1,2,5159
1936T,Sid Donarski,28,1,2,5159
1936T,Mikhail Dubrouski,22,1,2,5159
1936T,Gabriel Elicha Navas,22,1,2,5159
1936T,Lorenzo Esquici,22,1,2,5159
1936T,Wen Bo Fan,18,1,2,5159
1936T,Juan Carlos Fuentes Vasquez,20,1,2,5159
1936T,Thomas Nicholas Gadecki,19,1,2,5159
1936T,Iker Gaztambide Arrastia,21,1,2,5159
1936T,Mikhail Gorokhov,21,1,2,5159
1936T,Sebastian Gorzny,21,1,2,5159
1936T,Tobia Grandinetti,21,1,2,5159
1936T,Spencer Gray,24,1,2,5159
1936T,Matteo Gribaldo,17,1,2,5159
1936T,Gus Grumet,18,1,2,5159
1936T,Thomas Gunzinger,17,1,2,5159
1936T,Javier Guzman,22,1,2,5159
1936T,Ryan Haviland,45,1,2,5159
1936T,Mark Havlicek,22,1,2,5159
1936T,Yuya Hirose,20,1,2,5159
1936T,Lucas Horve,25,1,2,5159
1936T,Matic Hribar,18,1,2,5159
1936T,Leonardo Iemmi,20,1,2,5159
1936T,Ilya Ignatov,19,1,2,5159
1936T,Alejandro Jacome Jaramillo,22,1,2,5159
1936T,Daniil Kakhniuk,23,1,2,5159
1936T,Kaigaoge Kang,17,1,2,5159
1936T,Veljko Krstic,22,1,2,5159
1936T,Yazid Lahjomri,20,1,2,5159
1936T,Anes Latifovic,20,1,2,5159
1936T,Edoardo Lavagno,27,1,2,5159
1936T,Rhys Lawlor,16,1,2,5159
1936T,Mikolaj Lorens,23,1,2,5159
1936T,Jun Hao Luo,18,1,2,5159
1936T,Martin Maldonado,24,1,2,5159
1936T,Tomas Marin,19,1,2,5159
1936T,Ashton Mcleod,18,1,2,5159
1936T,Milos Mikovic,20,1,2,5159
1936T,Seiya Nakanishi,29,1,2,5159
1936T,Andy Nguyen,21,1,2,5159
1936T,Maximilian Oezcelik,26,1,2,5159
1936T,Alexander Ikenna Okonkwo,20,1,2,5159
1936T,Mattias Pisanu,18,1,2,5159
1936T,Peter Benjamin Privara,21,1,2,5159
1936T,Tadija Radovanovic,25,1,2,5159
1936T,Yannik Rahman,21,1,2,5159
1936T,Lucas Renard,33,1,2,5159
1936T,Philippe Renard,22,1,2,5159
1936T,Pablo Robledo,18,1,2,5159
1936T,Lautaro Rocha,18,1,2,5159
1936T,Carl Roothman,22,1,2,5159
1936T,Tim Ruehl,27,1,2,5159
1936T,Jan Sadzik,17,1,2,5159
1936T,Agustín Salazar Salazar,21,1,2,5159
1936T,Jonas Schaer,25,1,2,5159
1936T,Andre Souza,23,1,2,5159
1936T,Nicholas Steiglehner,21,1,2,5159
1936T,Filip Stidell,20,1,2,5159
1936T,Gustaf Strom,24,1,2,5159
1936T,Leonardo Suarez,17,1,2,5159
1936T,Sarthak Suden,24,1,2,5159
1936T,Elias Sumann,20,1,2,5159
1936T,Jin Peng Tang,19,1,2,5159
1936T,Daniel Tazabekov,17,1,2,5159
1936T,Kai Thompson,17,1,2,5159
1936T,Aadarsh Tripathi,22,1,2,5159
1936T,Nathan Trouve,19,1,2,5159
1936T,Abdulaziz Usmonjonov,18,1,2,5159
1936T,Jip Van Assendelft,23,1,2,5159
1936T,Franco Ariel Vazquez,25,1,2,5159
1936T,Alexander Vikhlyantsev,23,1,2,5159
1936T,Benjamin Vitter,22,1,2,5159
1936T,Max Westphal,22,1,2,5159
1936T,Aaron James Williams,22,1,2,5159
1936T,Maximus Zavier Wong,18,1,2,5159
1936T,Kai-An Wu,19,1,2,5159
1936T,Fernando Yamacita,28,1,2,5159
1936T,Arturs Zagars,18,1,2,5159
1936T,Gonzalo Zeitune,20,1,2,5159
1936T,Carlos Zerega,30,1,2,5159
2033T,Danielle Abadia,24,1,3,5159
2033T,Damir Abdusamadov,19,1,3,5159
2033T,Daniel Aleksandar Amarandei,18,1,3,5159
2033T,Felipe Assuncao Garla,31,1,3,5159
2033T,Mert Aytekin,19,1,3,5159
2033T,Sergio Badini,21,1,3,5159
2033T,Max Benaim,27,1,3,5159
2033T,Flavio Bocci,20,1,3,5159
2033T,Enrique Bogo,30,1,3,5159
2033T,Thanaphat Boosarawongse,19,1,3,5159
2033T,Vasilios Caripi,34,1,3,5159
2033T,Ignacio Carou,26,1,3,5159
2033T,David Cristian Carteputreda,18,1,3,5159
2033T,Dario Alexandru Ciobotaru,21,1,3,5159
2033T,Lautaro Correa Beguerie,20,1,3,5159
2033T,Reuben De Klerk,18,1,3,5159
2033T,Nikola Djukic Valera,23,1,3,5159
2033T,Tarek Erlewein,22,1,3,5159
2033T,Filippo Francesco Garbero,16,1,3,5159
2033T,Liam Gavrielides,21,1,3,5159
2033T,Volodymyr Gurenko,18,1,3,5159
2033T,Hugo Hashimoto,22,1,3,5159
2033T,Julius Maximilian Haus,18,1,3,5159
2033T,Lukas Hellum-Lilleengen,25,1,3,5159
2033T,Kaeri Hernandez Mariona,22,1,3,5159
2033T,Patrick Jozwicki,20,1,3,5159
2033T,Dorian Juszczak,20,1,3,5159
2033T,Alexander Krylov,22,1,3,5159
2033T,Justin Lenders,18,1,3,5159
2033T,Isaac Lhomond,19,1,3,5159
2033T,Adam Majchrzak,20,1,3,5159
2033T,Aron Janos Major,18,1,3,5159
2033T,Franco Marini,24,1,3,5159
2033T,Benjamin Martin,20,1,3,5159
2033T,Jordi Mas De Ugarte,30,1,3,5159
2033T,Maciej Matuszczyk,22,1,3,5159
2033T,Jack Patrick Mcgary,20,1,3,5159
2033T,Salvador Monteiro,17,1,3,5159
2033T,Diego Ortiz Gamonsl,22,1,3,5159
2033T,Daniil Piatrouski,22,1,3,5159
2033T,Tomas Pinho,23,1,3,5159
2033T,Rishi Reddy,27,1,3,5159
2033T,Manuel Sanchez,34,1,3,5159
2033T,Elijah Sanogo,17,1,3,5159
2033T,Rethin Pranav Senthil Kumar,18,1,3,5159
2033T,Samuel Stolarik,21,1,3,5159
2033T,Bjorn Swenson,22,1,3,5159
2033T,Adam Gabor Szoke,21,1,3,5159
2033T,Esteban Talavera Cortes,20,1,3,5159
2033T,Guillermo Tunas,24,1,3,5159
2033T,Alexander Ushakov,21,1,3,5159
2033T,Jake Van Emburgh,27,1,3,5159
2033T,Henrik Villanger,21,1,3,5159
2033T,Jakub Vrba,20,1,3,5159
2033T,Yamato Yukawa,19,1,3,5159
2033T,Ahmed Zaki,20,1,3,5159
2033T,Vitaliy Zatsepin,19,1,3,5159
2090T,Mohammad Alkotop,20,1,4,5159
2090T,Marco Alvarez,25,1,4,5159
2090T,Marcin Andrzejczak,19,1,4,5159
2090T,Gregorio Biondolillo,25,1,4,5159
2090T,Dakotah Bobo,22,1,4,5159
2090T,Penn Charusorn,17,1,4,5159
2090T,Andres Gabriel Ciurletti,27,1,4,5159
2090T,Mathys Domenc,16,1,4,5159
2090T,Hamza El Amine,21,1,4,5159
2090T,Jose Freitas,19,1,4,5159
2090T,Hong-Lin Fu,24,1,4,5159
2090T,Anthony Genov,23,1,4,5159
2090T,Santiago Giamichelle,22,1,4,5159
2090T,Nicolas Rafael Goldberg Alviani,23,1,4,5159
2090T,Gregor Hausberger,22,1,4,5159
2090T,Liam Hignett,26,1,4,5159
2090T,Vladimir Holban,20,1,4,5159
2090T,Nicolas Hurtado Novoa,18,1,4,5159
2090T,Nicola Ion,21,1,4,5159
2090T,Roan Jones,22,1,4,5159
2090T,Karlo Kajin,26,1,4,5159
2090T,Ronit Karki,18,1,4,5159
2090T,Jack Karlsson Wistrand,23,1,4,5159
2090T,Samuil Konov,23,1,4,5159
2090T,Matic Kriznik,20,1,4,5159
2090T,Henry Lieberman,25,1,4,5159
2090T,Karol Malirz,23,1,4,5159
2090T,Norbert Marosik,21,1,4,5159
2090T,Mirko Martinez,27,1,4,5159
2090T,Alejandro Melero Kretzer,20,1,4,5159
2090T,Stefan Menichella,31,1,4,5159
2090T,thomas Menzel,18,1,4,5159
2090T,Mak Mikovic,19,1,4,5159
2090T,Abdulhamid Mubarak,31,1,4,5159
2090T,Botond Nagy,18,1,4,5159
2090T,Noppadol Noikor,25,1,4,5159
2090T,William Nolan,22,1,4,5159
2090T,Yshai Oliel,25,1,4,5159
2090T,Roman Postolka,26,1,4,5159
2090T,Nicola Senn,21,1,4,5159
2090T,Calin Teodor Stirbu,19,1,4,5159
2090T,Matei Varbanciu,18,1,4,5159
2090T,Qiulin Wang,23,1,4,5159
2090T,Caheer Warik,19,1,4,5159
2090T,Weitao Xu,20,1,4,5159
2135T,Suk Ann,23,1,5,5159
2135T,Michael Alejandro Beltran Rubio,24,1,5,5159
2135T,Jonah Braswell,21,1,5,5159
2135T,Pedro Henrique Chabalgoity,17,1,5,5159
2135T,Pavlos Christoforakis,17,1,5,5159
2135T,Edoardo De Filippo,21,1,5,5159
2135T,Rahul Dhokia,25,1,5,5159
2135T,Jose Dominguez Alonso,26,1,5,5159
2135T,Andrei Corneliu Gadoiu,17,1,5,5159
2135T,Alexandru Toubi Hebhang Balan,17,1,5,5159
2135T,Ivan Iutkin,18,1,5,5159
2135T,Reid Jarvis,25,1,5,5159
2135T,Jan Jermar,25,1,5,5159
2135T,Rafael Kis Balazs,24,1,5,5159
2135T,Rein Koenders,19,1,5,5159
2135T,Yuhei Kono,30,1,5,5159
2135T,Karl Kazuma Lee,23,1,5,5159
2135T,Vicente Menezes Freda,18,1,5,5159
2135T,Matteo Mesaglio,21,1,5,5159
2135T,Saba George Nanobashvili,21,1,5,5159
2135T,Kunanan Pantaratorn,17,1,5,5159
2135T,Drazen Petrovic,23,1,5,5159
2135T,Glauco Pinheiro Da Cruz Junior,20,1,5,5159
2135T,Peter Sallay,24,1,5,5159
2135T,Kyle Seelig,28,1,5,5159
2135T,Lev Seidman,18,1,5,5159
2135T,Cedric Stanke,27,1,5,5159
2135T,Vullnet Tashi,32,1,5,5159
2135T,Matei Todoran,17,1,5,5159
2135T,Benoit Torcq,20,1,5,5159
2135T,Cagan Efe Tufekci,22,1,5,5159
2135T,Joe Tyler,27,1,5,5159
2135T,Dmitrii Vasilev,24,1,5,5159
2135T,Yassin Ahmed Wageh,17,1,5,5159
2135T,Antoine Walch,32,1,5,5159
2170T,Alejandro Arcila,18,1,6,5159
2170T,Ivan Biletic,19,1,6,5159
2170T,Breno Braga,20,1,6,5159
2170T,Hitesh Chauhan,17,1,6,5159
2170T,Julien De Cuyper,26,1,6,5159
2170T,Jeffrey Fradkin,24,1,6,5159
2170T,Henri Haupt,19,1,6,5159
2170T,Valentin Kopeikin,23,1,6,5159
2170T,Lucky Candra Kurniawan,21,1,6,5159
2170T,Silvio Mencaglia,21,1,6,5159
2170T,Andreas Messis,17,1,6,5159
2170T,Zhou Mingzhou,25,1,6,5159
2170T,Manuel Mouilleron Salvo,22,1,6,5159
2170T,Yuvan Nandal,20,1,6,5159
2170T,Savva Rybkin,16,1,6,5159
2170T,Fredrik Krogh Solheim,19,1,6,5159
2170T,Mikal Statham,38,1,6,5159
2170T,Lazar Vojinovic,26,1,6,5159
2188T,Daniil Bogatov,19,1,7,5159
2188T,Nicolas Buitrago,27,1,7,5159
2188T,Jim Hendrikx,24,1,7,5159
2188T,Moritz Hoffmann,24,1,7,5159
2188T,Andrei Kunitsyn,20,1,7,5159
2188T,Aryan Lakshmanan,20,1,7,5159
2188T,Enmanuel Munoz,20,1,7,5159
2188T,Minghui Zhang,20,1,7,5159
2188T,Zhan Zheng,22,1,7,5159
2197T,Victor Braga,20,1,8,5159
2197T,Adrien Burdet,23,1,8,5159
2197T,Liam Delicata,24,1,8,5159
2197T,Carlos Giraldi,20,1,8,5159
2197T,Krittin Koaykul,30,1,8,5159
2197T,Filip Krolo,24,1,8,5159
2197T,Gabriel Matuszewski,21,1,8,5159
2197T,Kyle Overmyer,21,1,8,5159
2197T,Yong Joon Park,23,1,8,5159
2197T,Breno Rossetto Urvaneja,20,1,8,5159
2197T,Pavel Verbin,24,1,8,5159
2197T,Tsz Fu Wong,20,1,8,5159
2209T,Alvaro Bueno Gil,25,1,9,5159
2209T,Mateo Carballo,18,1,9,5159
2209T,Xirui Han,19,1,9,5159
2209T,Isaac Nortey,26,1,9,5159
2209T,Atharva Sharma,25,1,9,5159
2214T,Adrian Arcon,24,1,10,5159
2214T,Leo Deflandre,23,1,10,5159
2214T,Kazuma Kawachi,31,1,10,5159
2214T,Andrea Motta,21,1,10,5159
2214T,Essa Qabazard,24,1,10,5159
2219T,Sean Hess,24,1,11,5159
2219T,Ty Host,18,1,11,5159
2221T,Tobia Costanzo Baragiola Mordini,19,1,12,5159
2221T,Kerem Yilmaz,18,1,12,5159
2223,Alessandro Bellifemine,24,1,13,5159
